商户订单号,业务描述,收入金额（+元）,收入金额(元),收入金额,支出金额（-元）,支出金额(元),支出金额,发生时间,账务类型,发生金额,金额(元),金额
2705000044,平台技术服务费,0.00,0.00,0.00,2.14,2.14,2.14,2026-04-24 12:08:38,费用扣除,-2.14,2.14,2.14
2705000318,订单结算收入,25.76,25.76,25.76,0.00,0.00,0.00,2026-04-23 16:18:28,订单结算,25.76,25.76,25.76
2705000318,平台技术服务费,0.00,0.00,0.00,0.16,0.16,0.16,2026-04-24 11:11:56,费用扣除,-0.16,0.16,0.16
2705000285,订单结算收入,87.32,87.32,87.32,0.00,0.00,0.00,2026-04-24 23:28:50,订单结算,87.32,87.32,87.32
2705000285,平台技术服务费,0.00,0.00,0.00,0.53,0.53,0.53,2026-04-25 15:18:46,费用扣除,-0.53,0.53,0.53
2705000291,订单结算收入,78.03,78.03,78.03,0.00,0.00,0.00,2026-04-24 07:39:45,订单结算,78.03,78.03,78.03
2705000291,平台技术服务费,0.00,0.00,0.00,0.47,0.47,0.47,2026-04-25 13:41:36,费用扣除,-0.47,0.47,0.47
2705000285,004延迟发货罚款,0.00,0.00,0.00,47.83,47.83,47.83,2026-04-24 15:25:30,罚款扣款,-47.83,47.83,47.83
2705000281,订单结算收入,164.43,164.43,164.43,0.00,0.00,0.00,2026-04-25 23:07:06,订单结算,164.43,164.43,164.43
2705000281,平台技术服务费,0.00,0.00,0.00,0.99,0.99,0.99,2026-04-26 01:48:44,费用扣除,-0.99,0.99,0.99
2705000190,订单结算收入,61.75,61.75,61.75,0.00,0.00,0.00,2026-04-25 08:25:24,订单结算,61.75,61.75,61.75
2705000190,平台技术服务费,0.00,0.00,0.00,0.37,0.37,0.37,2026-04-26 13:49:34,费用扣除,-0.37,0.37,0.37
2705000026,订单结算收入,48.73,48.73,48.73,0.00,0.00,0.00,2026-04-25 11:59:32,订单结算,48.73,48.73,48.73
2705000026,平台技术服务费,0.00,0.00,0.00,0.29,0.29,0.29,2026-04-26 20:17:02,费用扣除,-0.29,0.29,0.29
2705000392,订单结算收入,35.47,35.47,35.47,0.00,0.00,0.00,2026-04-25 12:24:31,订单结算,35.47,35.47,35.47
2705000392,平台技术服务费,0.00,0.00,0.00,0.21,0.21,0.21,2026-04-26 12:34:10,费用扣除,-0.21,0.21,0.21
2705000217,订单结算收入,188.46,188.46,188.46,0.00,0.00,0.00,2026-04-25 06:24:40,订单结算,188.46,188.46,188.46
2705000217,平台技术服务费,0.00,0.00,0.00,1.14,1.14,1.14,2026-04-26 20:51:50,费用扣除,-1.14,1.14,1.14
2705000495,订单结算收入,26.44,26.44,26.44,0.00,0.00,0.00,2026-04-25 10:16:37,订单结算,26.44,26.44,26.44
2705000495,平台技术服务费,0.00,0.00,0.00,0.16,0.16,0.16,2026-04-26 18:07:23,费用扣除,-0.16,0.16,0.16
2705000142,订单结算收入,594.26,594.26,594.26,0.00,0.00,0.00,2026-04-25 06:21:49,订单结算,594.26,594.26,594.26
2705000142,平台技术服务费,0.00,0.00,0.00,3.59,3.59,3.59,2026-04-26 04:02:23,费用扣除,-3.59,3.59,3.59
2705000161,订单结算收入,298.11,298.11,298.11,0.00,0.00,0.00,2026-04-25 03:12:25,订单结算,298.11,298.11,298.11
2705000161,平台技术服务费,0.00,0.00,0.00,1.80,1.80,1.80,2026-04-26 11:02:09,费用扣除,-1.80,1.80,1.80
2705000397,订单结算收入,156.25,156.25,156.25,0.00,0.00,0.00,2026-04-25 07:21:49,订单结算,156.25,156.25,156.25
2705000397,平台技术服务费,0.00,0.00,0.00,1.58,1.58,1.58,2026-04-26 03:09:11,费用扣除,-1.58,1.58,1.58
2705000348,订单结算收入,336.17,336.17,336.17,0.00,0.00,0.00,2026-04-25 02:03:15,订单结算,336.17,336.17,336.17
2705000348,平台技术服务费,0.00,0.00,0.00,3.40,3.40,3.40,2026-04-26 17:17:14,费用扣除,-3.40,3.40,3.40
2705000497,订单结算收入,69.38,69.38,69.38,0.00,0.00,0.00,2026-04-25 10:40:41,订单结算,69.38,69.38,69.38
2705000497,平台技术服务费,0.00,0.00,0.00,0.42,0.42,0.42,2026-04-26 10:24:30,费用扣除,-0.42,0.42,0.42
2705000068,订单结算收入,67.81,67.81,67.81,0.00,0.00,0.00,2026-04-25 12:38:14,订单结算,67.81,67.81,67.81
2705000068,平台技术服务费,0.00,0.00,0.00,0.68,0.68,0.68,2026-04-26 07:33:54,费用扣除,-0.68,0.68,0.68
2705000061,订单结算收入,42.32,42.32,42.32,0.00,0.00,0.00,2026-04-26 17:17:14,订单结算,42.32,42.32,42.32
2705000061,平台技术服务费,0.00,0.00,0.00,0.26,0.26,0.26,2026-04-27 04:59:04,费用扣除,-0.26,0.26,0.26
2705000250,订单结算收入,111.10,111.10,111.10,0.00,0.00,0.00,2026-04-26 15:00:26,订单结算,111.10,111.10,111.10
2705000250,平台技术服务费,0.00,0.00,0.00,0.67,0.67,0.67,2026-04-27 20:48:39,费用扣除,-0.67,0.67,0.67
2705000183,订单结算收入,228.31,228.31,228.31,0.00,0.00,0.00,2026-04-26 20:33:23,订单结算,228.31,228.31,228.31
2705000183,平台技术服务费,0.00,0.00,0.00,1.38,1.38,1.38,2026-04-27 10:22:49,费用扣除,-1.38,1.38,1.38
2705000186,订单结算收入,120.25,120.25,120.25,0.00,0.00,0.00,2026-04-26 16:30:36,订单结算,120.25,120.25,120.25
2705000186,平台技术服务费,0.00,0.00,0.00,0.73,0.73,0.73,2026-04-27 04:24:25,费用扣除,-0.73,0.73,0.73
2705000229,订单结算收入,27.22,27.22,27.22,0.00,0.00,0.00,2026-04-26 20:17:33,订单结算,27.22,27.22,27.22
2705000229,平台技术服务费,0.00,0.00,0.00,0.16,0.16,0.16,2026-04-27 20:50:54,费用扣除,-0.16,0.16,0.16
2705000120,订单结算收入,57.33,57.33,57.33,0.00,0.00,0.00,2026-04-26 17:07:58,订单结算,57.33,57.33,57.33
2705000120,平台技术服务费,0.00,0.00,0.00,0.35,0.35,0.35,2026-04-27 08:28:20,费用扣除,-0.35,0.35,0.35
2705000113,订单结算收入,54.46,54.46,54.46,0.00,0.00,0.00,2026-04-26 20:52:01,订单结算,54.46,54.46,54.46
2705000113,平台技术服务费,0.00,0.00,0.00,0.55,0.55,0.55,2026-04-27 14:36:28,费用扣除,-0.55,0.55,0.55
2705000186,004延迟发货罚款,0.00,0.00,0.00,3.55,3.55,3.55,2026-04-26 11:34:37,罚款扣款,-3.55,3.55,3.55
2705000283,订单结算收入,247.34,247.34,247.34,0.00,0.00,0.00,2026-04-27 04:54:49,订单结算,247.34,247.34,247.34
2705000283,平台技术服务费,0.00,0.00,0.00,1.49,1.49,1.49,2026-04-28 02:43:04,费用扣除,-1.49,1.49,1.49
2705000319,订单结算收入,112.99,112.99,112.99,0.00,0.00,0.00,2026-04-27 08:11:34,订单结算,112.99,112.99,112.99
2705000319,平台技术服务费,0.00,0.00,0.00,0.68,0.68,0.68,2026-04-28 07:00:52,费用扣除,-0.68,0.68,0.68
2705000261,订单结算收入,84.82,84.82,84.82,0.00,0.00,0.00,2026-04-27 07:15:32,订单结算,84.82,84.82,84.82
2705000261,平台技术服务费,0.00,0.00,0.00,0.51,0.51,0.51,2026-04-28 19:24:26,费用扣除,-0.51,0.51,0.51
2705000323,订单结算收入,120.59,120.59,120.59,0.00,0.00,0.00,2026-04-27 00:21:34,订单结算,120.59,120.59,120.59
2705000323,平台技术服务费,0.00,0.00,0.00,0.73,0.73,0.73,2026-04-28 09:02:48,费用扣除,-0.73,0.73,0.73
2705000092,订单结算收入,27.39,27.39,27.39,0.00,0.00,0.00,2026-04-27 22:28:01,订单结算,27.39,27.39,27.39
2705000092,平台技术服务费,0.00,0.00,0.00,0.17,0.17,0.17,2026-04-28 04:12:47,费用扣除,-0.17,0.17,0.17
2705000402,订单结算收入,19.27,19.27,19.27,0.00,0.00,0.00,2026-04-27 01:31:04,订单结算,19.27,19.27,19.27
2705000402,平台技术服务费,0.00,0.00,0.00,0.12,0.12,0.12,2026-04-28 21:17:05,费用扣除,-0.12,0.12,0.12
2705000067,订单结算收入,67.39,67.39,67.39,0.00,0.00,0.00,2026-04-27 16:34:55,订单结算,67.39,67.39,67.39
2705000067,平台技术服务费,0.00,0.00,0.00,0.41,0.41,0.41,2026-04-28 19:39:40,费用扣除,-0.41,0.41,0.41
2705000049,订单结算收入,161.22,161.22,161.22,0.00,0.00,0.00,2026-04-27 03:17:02,订单结算,161.22,161.22,161.22
2705000049,平台技术服务费,0.00,0.00,0.00,0.97,0.97,0.97,2026-04-28 22:53:33,费用扣除,-0.97,0.97,0.97
2705000441,订单结算收入,84.64,84.64,84.64,0.00,0.00,0.00,2026-04-27 23:18:42,订单结算,84.64,84.64,84.64
2705000441,平台技术服务费,0.00,0.00,0.00,0.51,0.51,0.51,2026-04-28 23:09:27,费用扣除,-0.51,0.51,0.51
2705000206,订单结算收入,268.73,268.73,268.73,0.00,0.00,0.00,2026-04-27 22:30:43,订单结算,268.73,268.73,268.73
2705000206,平台技术服务费,0.00,0.00,0.00,1.62,1.62,1.62,2026-04-28 02:18:25,费用扣除,-1.62,1.62,1.62
2705000216,订单结算收入,178.40,178.40,178.40,0.00,0.00,0.00,2026-04-27 10:07:53,订单结算,178.40,178.40,178.40
2705000216,平台技术服务费,0.00,0.00,0.00,1.08,1.08,1.08,2026-04-28 09:57:16,费用扣除,-1.08,1.08,1.08
2705000152,订单结算收入,309.01,309.01,309.01,0.00,0.00,0.00,2026-04-27 13:41:47,订单结算,309.01,309.01,309.01
2705000152,平台技术服务费,0.00,0.00,0.00,1.87,1.87,1.87,2026-04-28 10:11:40,费用扣除,-1.87,1.87,1.87
2705000168,订单结算收入,57.09,57.09,57.09,0.00,0.00,0.00,2026-04-27 05:16:18,订单结算,57.09,57.09,57.09
2705000168,平台技术服务费,0.00,0.00,0.00,0.34,0.34,0.34,2026-04-28 21:34:54,费用扣除,-0.34,0.34,0.34
2705000081,订单结算收入,582.26,582.26,582.26,0.00,0.00,0.00,2026-04-28 02:19:39,订单结算,582.26,582.26,582.26
2705000081,平台技术服务费,0.00,0.00,0.00,3.51,3.51,3.51,2026-04-29 01:18:07,费用扣除,-3.51,3.51,3.51
2705000297,订单结算收入,103.63,103.63,103.63,0.00,0.00,0.00,2026-04-28 23:19:48,订单结算,103.63,103.63,103.63
2705000297,平台技术服务费,0.00,0.00,0.00,0.63,0.63,0.63,2026-04-29 21:59:29,费用扣除,-0.63,0.63,0.63
2705000105,订单结算收入,28.06,28.06,28.06,0.00,0.00,0.00,2026-04-28 10:05:12,订单结算,28.06,28.06,28.06
2705000105,平台技术服务费,0.00,0.00,0.00,0.17,0.17,0.17,2026-04-29 10:51:48,费用扣除,-0.17,0.17,0.17
2705000198,订单结算收入,98.61,98.61,98.61,0.00,0.00,0.00,2026-04-28 21:46:01,订单结算,98.61,98.61,98.61
2705000198,平台技术服务费,0.00,0.00,0.00,0.60,0.60,0.60,2026-04-29 00:01:30,费用扣除,-0.60,0.60,0.60
2705000126,订单结算收入,19.55,19.55,19.55,0.00,0.00,0.00,2026-04-28 06:49:36,订单结算,19.55,19.55,19.55
2705000126,平台技术服务费,0.00,0.00,0.00,0.20,0.20,0.20,2026-04-29 19:07:47,费用扣除,-0.20,0.20,0.20
2705000015,订单结算收入,95.45,95.45,95.45,0.00,0.00,0.00,2026-04-28 17:14:13,订单结算,95.45,95.45,95.45
2705000015,平台技术服务费,0.00,0.00,0.00,0.58,0.58,0.58,2026-04-29 21:16:23,费用扣除,-0.58,0.58,0.58
2705000221,订单结算收入,24.70,24.70,24.70,0.00,0.00,0.00,2026-04-28 19:02:45,订单结算,24.70,24.70,24.70
2705000221,平台技术服务费,0.00,0.00,0.00,0.15,0.15,0.15,2026-04-29 07:17:47,费用扣除,-0.15,0.15,0.15
2705000289,订单结算收入,94.47,94.47,94.47,0.00,0.00,0.00,2026-04-28 22:09:44,订单结算,94.47,94.47,94.47
2705000289,平台技术服务费,0.00,0.00,0.00,0.57,0.57,0.57,2026-04-29 22:04:13,费用扣除,-0.57,0.57,0.57
2705000080,订单结算收入,26.35,26.35,26.35,0.00,0.00,0.00,2026-04-28 06:13:29,订单结算,26.35,26.35,26.35
2705000080,平台技术服务费,0.00,0.00,0.00,0.16,0.16,0.16,2026-04-29 03:54:24,费用扣除,-0.16,0.16,0.16
2705000263,订单结算收入,56.59,56.59,56.59,0.00,0.00,0.00,2026-04-28 19:31:01,订单结算,56.59,56.59,56.59
2705000263,平台技术服务费,0.00,0.00,0.00,0.34,0.34,0.34,2026-04-29 04:17:55,费用扣除,-0.34,0.34,0.34
2705000130,订单结算收入,126.98,126.98,126.98,0.00,0.00,0.00,2026-04-28 14:07:30,订单结算,126.98,126.98,126.98
2705000130,平台技术服务费,0.00,0.00,0.00,0.77,0.77,0.77,2026-04-29 04:09:51,费用扣除,-0.77,0.77,0.77
2705000036,订单结算收入,54.07,54.07,54.07,0.00,0.00,0.00,2026-04-28 19:21:20,订单结算,54.07,54.07,54.07
2705000036,平台技术服务费,0.00,0.00,0.00,0.33,0.33,0.33,2026-04-29 14:00:29,费用扣除,-0.33,0.33,0.33
2705000427,订单结算收入,102.94,102.94,102.94,0.00,0.00,0.00,2026-04-28 05:59:49,订单结算,102.94,102.94,102.94
2705000427,平台技术服务费,0.00,0.00,0.00,0.62,0.62,0.62,2026-04-29 23:06:23,费用扣除,-0.62,0.62,0.62
2705000036,0030003百亿补贴扣点,0.00,0.00,0.00,14.10,14.10,14.10,2026-04-28 17:34:19,技术服务费,-14.10,14.10,14.10
2705000431,订单结算收入,49.38,49.38,49.38,0.00,0.00,0.00,2026-04-29 23:27:38,订单结算,49.38,49.38,49.38
2705000431,平台技术服务费,0.00,0.00,0.00,0.30,0.30,0.30,2026-04-30 15:30:46,费用扣除,-0.30,0.30,0.30
2705000456,订单结算收入,115.38,115.38,115.38,0.00,0.00,0.00,2026-04-29 04:01:12,订单结算,115.38,115.38,115.38
2705000456,平台技术服务费,0.00,0.00,0.00,1.17,1.17,1.17,2026-04-30 17:35:40,费用扣除,-1.17,1.17,1.17
2705000137,订单结算收入,53.01,53.01,53.01,0.00,0.00,0.00,2026-04-29 11:42:28,订单结算,53.01,53.01,53.01
2705000137,平台技术服务费,0.00,0.00,0.00,0.32,0.32,0.32,2026-04-30 10:48:40,费用扣除,-0.32,0.32,0.32
2705000463,订单结算收入,44.94,44.94,44.94,0.00,0.00,0.00,2026-04-29 15:03:11,订单结算,44.94,44.94,44.94
2705000463,平台技术服务费,0.00,0.00,0.00,0.45,0.45,0.45,2026-04-30 12:12:57,费用扣除,-0.45,0.45,0.45
2705000032,订单结算收入,171.74,171.74,171.74,0.00,0.00,0.00,2026-04-29 13:53:23,订单结算,171.74,171.74,171.74
2705000032,平台技术服务费,0.00,0.00,0.00,1.04,1.04,1.04,2026-04-30 02:30:12,费用扣除,-1.04,1.04,1.04
2705000447,订单结算收入,76.87,76.87,76.87,0.00,0.00,0.00,2026-04-29 23:32:37,订单结算,76.87,76.87,76.87
2705000447,平台技术服务费,0.00,0.00,0.00,0.78,0.78,0.78,2026-04-30 05:34:06,费用扣除,-0.78,0.78,0.78
2705000487,订单结算收入,221.92,221.92,221.92,0.00,0.00,0.00,2026-04-29 22:22:29,订单结算,221.92,221.92,221.92
2705000487,平台技术服务费,0.00,0.00,0.00,1.34,1.34,1.34,2026-04-30 17:20:31,费用扣除,-1.34,1.34,1.34
2705000336,订单结算收入,170.62,170.62,170.62,0.00,0.00,0.00,2026-04-29 19:15:39,订单结算,170.62,170.62,170.62
2705000336,平台技术服务费,0.00,0.00,0.00,1.03,1.03,1.03,2026-04-30 14:48:06,费用扣除,-1.03,1.03,1.03
2705000150,订单结算收入,196.73,196.73,196.73,0.00,0.00,0.00,2026-04-29 02:48:23,订单结算,196.73,196.73,196.73
2705000150,平台技术服务费,0.00,0.00,0.00,1.19,1.19,1.19,2026-04-30 06:46:11,费用扣除,-1.19,1.19,1.19
2705000176,订单结算收入,35.09,35.09,35.09,0.00,0.00,0.00,2026-04-29 01:13:19,订单结算,35.09,35.09,35.09
2705000176,平台技术服务费,0.00,0.00,0.00,0.21,0.21,0.21,2026-04-30 23:29:18,费用扣除,-0.21,0.21,0.21
2705000390,订单结算收入,51.43,51.43,51.43,0.00,0.00,0.00,2026-04-29 17:59:54,订单结算,51.43,51.43,51.43
2705000390,平台技术服务费,0.00,0.00,0.00,0.31,0.31,0.31,2026-04-30 14:48:21,费用扣除,-0.31,0.31,0.31
2705000137,004延迟发货罚款,0.00,0.00,0.00,27.91,27.91,27.91,2026-04-29 17:59:23,罚款扣款,-27.91,27.91,27.91
2705000054,订单结算收入,98.06,98.06,98.06,0.00,0.00,0.00,2026-04-30 14:30:11,订单结算,98.06,98.06,98.06
2705000054,平台技术服务费,0.00,0.00,0.00,0.59,0.59,0.59,2026-05-01 23:42:19,费用扣除,-0.59,0.59,0.59
2705000128,订单结算收入,84.30,84.30,84.30,0.00,0.00,0.00,2026-04-30 21:48:46,订单结算,84.30,84.30,84.30
2705000128,平台技术服务费,0.00,0.00,0.00,0.51,0.51,0.51,2026-05-01 07:06:14,费用扣除,-0.51,0.51,0.51
2705000479,订单结算收入,194.27,194.27,194.27,0.00,0.00,0.00,2026-04-30 14:51:50,订单结算,194.27,194.27,194.27
2705000479,平台技术服务费,0.00,0.00,0.00,1.96,1.96,1.96,2026-05-01 07:58:52,费用扣除,-1.96,1.96,1.96
2705000260,订单结算收入,69.64,69.64,69.64,0.00,0.00,0.00,2026-04-30 09:52:55,订单结算,69.64,69.64,69.64
2705000260,平台技术服务费,0.00,0.00,0.00,0.42,0.42,0.42,2026-05-01 15:52:24,费用扣除,-0.42,0.42,0.42
2705000056,订单结算收入,226.83,226.83,226.83,0.00,0.00,0.00,2026-04-30 09:17:40,订单结算,226.83,226.83,226.83
2705000056,平台技术服务费,0.00,0.00,0.00,1.37,1.37,1.37,2026-05-01 16:27:46,费用扣除,-1.37,1.37,1.37
2705000048,订单结算收入,143.63,143.63,143.63,0.00,0.00,0.00,2026-04-30 11:48:19,订单结算,143.63,143.63,143.63
2705000048,平台技术服务费,0.00,0.00,0.00,0.87,0.87,0.87,2026-05-01 12:20:34,费用扣除,-0.87,0.87,0.87
2705000472,订单结算收入,255.37,255.37,255.37,0.00,0.00,0.00,2026-04-30 08:14:18,订单结算,255.37,255.37,255.37
2705000472,平台技术服务费,0.00,0.00,0.00,1.54,1.54,1.54,2026-05-01 19:10:03,费用扣除,-1.54,1.54,1.54
2705000457,订单结算收入,110.56,110.56,110.56,0.00,0.00,0.00,2026-04-30 10:14:43,订单结算,110.56,110.56,110.56
2705000457,平台技术服务费,0.00,0.00,0.00,0.67,0.67,0.67,2026-05-01 06:12:03,费用扣除,-0.67,0.67,0.67
2705000335,订单结算收入,22.61,22.61,22.61,0.00,0.00,0.00,2026-04-30 15:51:00,订单结算,22.61,22.61,22.61
2705000335,平台技术服务费,0.00,0.00,0.00,0.14,0.14,0.14,2026-05-01 05:47:54,费用扣除,-0.14,0.14,0.14
2705000314,订单结算收入,33.57,33.57,33.57,0.00,0.00,0.00,2026-04-30 07:10:19,订单结算,33.57,33.57,33.57
2705000314,平台技术服务费,0.00,0.00,0.00,0.20,0.20,0.20,2026-05-01 23:29:25,费用扣除,-0.20,0.20,0.20
2705000413,订单结算收入,96.25,96.25,96.25,0.00,0.00,0.00,2026-04-30 05:29:20,订单结算,96.25,96.25,96.25
2705000413,平台技术服务费,0.00,0.00,0.00,0.58,0.58,0.58,2026-05-01 00:17:52,费用扣除,-0.58,0.58,0.58
2705000489,订单结算收入,329.24,329.24,329.24,0.00,0.00,0.00,2026-04-30 20:30:02,订单结算,329.24,329.24,329.24
2705000489,平台技术服务费,0.00,0.00,0.00,1.99,1.99,1.99,2026-05-01 15:20:07,费用扣除,-1.99,1.99,1.99
2705000356,订单结算收入,95.80,95.80,95.80,0.00,0.00,0.00,2026-05-01 16:35:43,订单结算,95.80,95.80,95.80
2705000356,平台技术服务费,0.00,0.00,0.00,0.58,0.58,0.58,2026-05-02 19:54:38,费用扣除,-0.58,0.58,0.58
2705000320,订单结算收入,329.24,329.24,329.24,0.00,0.00,0.00,2026-05-01 15:07:26,订单结算,329.24,329.24,329.24
2705000320,平台技术服务费,0.00,0.00,0.00,1.99,1.99,1.99,2026-05-02 14:54:42,费用扣除,-1.99,1.99,1.99
2705000393,订单结算收入,173.20,173.20,173.20,0.00,0.00,0.00,2026-05-01 10:18:44,订单结算,173.20,173.20,173.20
2705000393,平台技术服务费,0.00,0.00,0.00,1.05,1.05,1.05,2026-05-02 20:58:28,费用扣除,-1.05,1.05,1.05
2705000127,订单结算收入,180.36,180.36,180.36,0.00,0.00,0.00,2026-05-01 02:22:21,订单结算,180.36,180.36,180.36
2705000127,平台技术服务费,0.00,0.00,0.00,1.09,1.09,1.09,2026-05-02 00:31:35,费用扣除,-1.09,1.09,1.09
2705000258,订单结算收入,166.35,166.35,166.35,0.00,0.00,0.00,2026-05-02 04:13:30,订单结算,166.35,166.35,166.35
2705000258,平台技术服务费,0.00,0.00,0.00,1.00,1.00,1.00,2026-05-03 04:31:54,费用扣除,-1.00,1.00,1.00
2705000369,订单结算收入,110.81,110.81,110.81,0.00,0.00,0.00,2026-05-02 23:20:26,订单结算,110.81,110.81,110.81
2705000369,平台技术服务费,0.00,0.00,0.00,1.12,1.12,1.12,2026-05-03 20:05:54,费用扣除,-1.12,1.12,1.12
2705000009,订单结算收入,172.44,172.44,172.44,0.00,0.00,0.00,2026-05-02 04:25:42,订单结算,172.44,172.44,172.44
2705000009,平台技术服务费,0.00,0.00,0.00,1.04,1.04,1.04,2026-05-03 22:21:05,费用扣除,-1.04,1.04,1.04
2705000352,订单结算收入,70.57,70.57,70.57,0.00,0.00,0.00,2026-05-02 12:22:59,订单结算,70.57,70.57,70.57
2705000352,平台技术服务费,0.00,0.00,0.00,0.43,0.43,0.43,2026-05-03 13:14:08,费用扣除,-0.43,0.43,0.43
2705000213,订单结算收入,87.56,87.56,87.56,0.00,0.00,0.00,2026-05-02 07:58:08,订单结算,87.56,87.56,87.56
2705000213,平台技术服务费,0.00,0.00,0.00,0.53,0.53,0.53,2026-05-03 14:53:25,费用扣除,-0.53,0.53,0.53
2705000399,订单结算收入,63.08,63.08,63.08,0.00,0.00,0.00,2026-05-02 23:52:26,订单结算,63.08,63.08,63.08
2705000399,平台技术服务费,0.00,0.00,0.00,0.64,0.64,0.64,2026-05-03 07:34:21,费用扣除,-0.64,0.64,0.64
2705000449,订单结算收入,102.18,102.18,102.18,0.00,0.00,0.00,2026-05-02 18:11:25,订单结算,102.18,102.18,102.18
2705000449,平台技术服务费,0.00,0.00,0.00,0.62,0.62,0.62,2026-05-03 22:21:24,费用扣除,-0.62,0.62,0.62
2705000405,订单结算收入,37.37,37.37,37.37,0.00,0.00,0.00,2026-05-02 14:28:26,订单结算,37.37,37.37,37.37
2705000405,平台技术服务费,0.00,0.00,0.00,0.23,0.23,0.23,2026-05-03 20:26:52,费用扣除,-0.23,0.23,0.23
2705000412,订单结算收入,62.08,62.08,62.08,0.00,0.00,0.00,2026-05-02 10:39:48,订单结算,62.08,62.08,62.08
2705000412,平台技术服务费,0.00,0.00,0.00,0.37,0.37,0.37,2026-05-03 21:20:01,费用扣除,-0.37,0.37,0.37
2705000405,004延迟发货罚款,0.00,0.00,0.00,38.19,38.19,38.19,2026-05-02 08:11:35,罚款扣款,-38.19,38.19,38.19
2705000076,订单结算收入,62.59,62.59,62.59,0.00,0.00,0.00,2026-05-03 08:11:05,订单结算,62.59,62.59,62.59
2705000076,平台技术服务费,0.00,0.00,0.00,0.38,0.38,0.38,2026-05-04 06:37:18,费用扣除,-0.38,0.38,0.38
2705000443,订单结算收入,472.04,472.04,472.04,0.00,0.00,0.00,2026-05-03 04:58:16,订单结算,472.04,472.04,472.04
2705000443,平台技术服务费,0.00,0.00,0.00,2.85,2.85,2.85,2026-05-04 01:04:23,费用扣除,-2.85,2.85,2.85
2705000191,订单结算收入,56.24,56.24,56.24,0.00,0.00,0.00,2026-05-03 05:07:22,订单结算,56.24,56.24,56.24
2705000191,平台技术服务费,0.00,0.00,0.00,0.34,0.34,0.34,2026-05-04 23:23:20,费用扣除,-0.34,0.34,0.34
2705000444,订单结算收入,106.13,106.13,106.13,0.00,0.00,0.00,2026-05-03 23:32:46,订单结算,106.13,106.13,106.13
2705000444,平台技术服务费,0.00,0.00,0.00,0.64,0.64,0.64,2026-05-04 23:04:40,费用扣除,-0.64,0.64,0.64
2705000174,订单结算收入,153.52,153.52,153.52,0.00,0.00,0.00,2026-05-03 16:10:03,订单结算,153.52,153.52,153.52
2705000174,平台技术服务费,0.00,0.00,0.00,0.93,0.93,0.93,2026-05-04 11:07:27,费用扣除,-0.93,0.93,0.93
2705000491,订单结算收入,171.53,171.53,171.53,0.00,0.00,0.00,2026-05-03 09:31:37,订单结算,171.53,171.53,171.53
2705000491,平台技术服务费,0.00,0.00,0.00,1.04,1.04,1.04,2026-05-04 04:24:30,费用扣除,-1.04,1.04,1.04
2705000034,订单结算收入,53.52,53.52,53.52,0.00,0.00,0.00,2026-05-03 20:14:33,订单结算,53.52,53.52,53.52
2705000034,平台技术服务费,0.00,0.00,0.00,0.32,0.32,0.32,2026-05-04 18:08:18,费用扣除,-0.32,0.32,0.32
2705000278,订单结算收入,66.22,66.22,66.22,0.00,0.00,0.00,2026-05-03 11:21:29,订单结算,66.22,66.22,66.22
2705000278,平台技术服务费,0.00,0.00,0.00,0.40,0.40,0.40,2026-05-04 18:10:31,费用扣除,-0.40,0.40,0.40
2705000078,订单结算收入,83.76,83.76,83.76,0.00,0.00,0.00,2026-05-03 07:04:53,订单结算,83.76,83.76,83.76
2705000078,平台技术服务费,0.00,0.00,0.00,0.51,0.51,0.51,2026-05-04 21:35:24,费用扣除,-0.51,0.51,0.51
2705000112,订单结算收入,150.16,150.16,150.16,0.00,0.00,0.00,2026-05-03 03:10:52,订单结算,150.16,150.16,150.16
2705000112,平台技术服务费,0.00,0.00,0.00,1.52,1.52,1.52,2026-05-04 18:53:57,费用扣除,-1.52,1.52,1.52
2705000194,订单结算收入,210.01,210.01,210.01,0.00,0.00,0.00,2026-05-03 15:41:14,订单结算,210.01,210.01,210.01
2705000194,平台技术服务费,0.00,0.00,0.00,1.27,1.27,1.27,2026-05-04 19:13:12,费用扣除,-1.27,1.27,1.27
2705000256,订单结算收入,165.20,165.20,165.20,0.00,0.00,0.00,2026-05-03 01:33:38,订单结算,165.20,165.20,165.20
2705000256,平台技术服务费,0.00,0.00,0.00,1.00,1.00,1.00,2026-05-04 20:55:30,费用扣除,-1.00,1.00,1.00
2705000079,订单结算收入,198.38,198.38,198.38,0.00,0.00,0.00,2026-05-03 00:01:53,订单结算,198.38,198.38,198.38
2705000079,平台技术服务费,0.00,0.00,0.00,1.20,1.20,1.20,2026-05-04 23:57:49,费用扣除,-1.20,1.20,1.20
2705000007,订单结算收入,64.50,64.50,64.50,0.00,0.00,0.00,2026-05-04 01:20:35,订单结算,64.50,64.50,64.50
2705000007,平台技术服务费,0.00,0.00,0.00,0.39,0.39,0.39,2026-05-05 10:22:53,费用扣除,-0.39,0.39,0.39
2705000138,订单结算收入,323.49,323.49,323.49,0.00,0.00,0.00,2026-05-04 17:36:58,订单结算,323.49,323.49,323.49
2705000138,平台技术服务费,0.00,0.00,0.00,1.95,1.95,1.95,2026-05-05 02:17:41,费用扣除,-1.95,1.95,1.95
2705000514,订单结算收入,181.57,181.57,181.57,0.00,0.00,0.00,2026-05-04 01:09:25,订单结算,181.57,181.57,181.57
