订单号,订单状态,支付时间,发货时间,确认收货时间,订单成交时间,承诺发货时间,商品名称,商品ID,商家编码-商品维度,商家编码-规格维度,商品规格,规格id,规格名称,样式ID,商品一级类目,商品二级类目,商品三级类目,商品四级类目,商品数量(件),商品单价(元),商品总价(元),用户实付金额(元),商家实收金额(元),邮费(元),店铺优惠折扣(元),平台优惠折扣(元),多多支付立减金额(元),拼多多优惠券(元),平台技术服务费(元),上门安装费(元),送货入户费(元),送货入户并安装费(元),退款金额(元),退款原因,退款类型,售后状态,省,市,订单来源,是否直播间成交,是否直播间引导成交,是否门店自提,门店名称,支付方式,是否分期,分期期数,手续费承担方,是否预售,是否顺丰加价,是否抽奖或0元试用,是否社区团购,是否无痕发货,是否节能补贴,快递公司,快递单号,配送状态,集运类型
2705000258,已付款,2026-05-02 01:25:05,2026-05-05 17:43:26,2026-05-06,2026-05-02 03:46:13,2026-05-04,夏季冰丝凉席三件套,PD00001,SP00001,SKU003,1.5m床-蓝色,SKU003,1.5m床-蓝色,ST003,家居生活,床上用品,凉席,冰丝凉席,2,89.00,178.00,167.35,166.35,0.00,4.26,3.73,2.66,0.00,1.00,0.00,0.00,0.00,0.00,,,,安徽省,合肥,APP-iOS,否,否,否,,多多支付,否,,商家,否,否,否,否,否,否,中通快递,YT68266158043,运输中,
2705000369,已签收,2026-05-02 02:20:26,2026-05-02 20:23:39,2026-05-03,2026-05-02 21:52:09,2026-05-04,女士防晒衣轻薄透气,PD00006,SP00006,SKU014,L码-粉色,SKU014,L码-粉色,ST014,服饰内衣,女装,外套,防晒衣,2,69.00,138.00,111.93,110.81,0.00,7.67,6.71,4.79,6.90,1.12,0.00,0.00,0.00,0.00,,,,安徽省,合肥,H5,否,否,否,,多多支付,否,,,否,否,否,否,否,否,韵达快递,YT15373765892,运输中,
2705000009,已取消,2026-05-02 06:34:54,,,2026-05-02 06:26:07,2026-05-04,夏季冰丝凉席三件套,PD00001,SP00001,SKU003,1.5m床-蓝色,SKU003,1.5m床-蓝色,ST003,家居生活,床上用品,凉席,冰丝凉席,2,89.00,178.00,173.48,172.44,0.00,1.81,1.58,1.13,0.00,1.04,0.00,28.19,0.00,0.00,,,,浙江省,杭州,APP-Android,否,否,否,,多多支付,否,,,否,否,否,否,否,否,中通快递,YT18733292974,,
2705000352,已签收,2026-05-02 10:07:42,2026-05-03 19:18:08,2026-05-08,2026-05-02 16:01:43,2026-05-04,夏季冰丝凉席三件套,PD00001,SP00001,SKU001,1.5m床-灰色,SKU001,1.5m床-灰色,ST001,家居生活,床上用品,凉席,冰丝凉席,1,89.00,89.00,71.00,70.57,0.00,7.20,6.30,4.50,0.00,0.43,40.60,0.00,0.00,0.00,,,,重庆市,重庆,网页,是,否,否,,花呗分期,否,,,否,否,否,否,是,否,顺丰速运,YT17096537324,运输中,
2705000213,已退款,2026-05-02 15:42:55,2026-05-04 07:11:06,2026-05-08,2026-05-02 05:17:22,2026-05-04,儿童益智积木拼装玩具,PD00003,SP00003,SKU007,大颗粒200粒,SKU007,大颗粒200粒,ST007,母婴玩具,益智玩具,积木,大颗粒积木,1,99.00,99.00,88.09,87.56,0.00,4.36,3.82,2.73,0.00,0.53,0.00,0.00,0.00,73.98,物流太慢,仅退款,退款成功,江苏省,南京,H5,否,否,否,,微信支付,否,,,否,否,否,否,否,否,圆通速递,YT44290021444,运输中,
2705000399,待发货,2026-05-02 16:09:08,2026-05-05 20:35:53,2026-05-09,2026-05-02 02:14:40,2026-05-04,有机红枣夹核桃500g,PD00007,SP00007,SKU016,1000g礼盒,SKU016,1000g礼盒,ST016,食品生鲜,坚果零食,红枣,夹心红枣,1,69.00,69.00,63.72,63.08,0.00,2.11,1.85,1.32,0.00,0.64,0.00,0.00,0.00,0.00,,,,重庆市,重庆,小程序,否,否,否,,支付宝,否,,,否,否,否,否,是,否,邮政快递,YT63100380744,运输中,
2705000449,已退款,2026-05-02 17:12:33,2026-05-04 02:20:12,2026-05-11,2026-05-02 13:14:41,2026-05-04,男士运动休闲鞋透气款,PD00005,SP00005,SKU012,41码-白色,SKU012,41码-白色,ST012,运动户外,运动鞋服,运动鞋,跑步鞋,1,119.00,119.00,102.80,102.18,0.00,4.10,3.59,2.56,5.95,0.62,0.00,0.00,0.00,83.56,商品与描述不符,仅退款,退款成功,上海市,上海,网页,否,否,否,,多多支付,否,,,否,否,否,否,否,否,申通快递,YT95631268194,派送中,
2705000405,已付款,2026-05-02 17:16:31,2026-05-04 18:47:48,2026-05-09,2026-05-02 05:30:24,2026-05-04,不锈钢保温杯大容量,PD00004,SP00004,SKU008,500ml-黑色,SKU008,500ml-黑色,ST008,家居生活,餐饮用具,保温杯,不锈钢保温杯,1,45.00,45.00,37.60,37.37,0.00,2.96,2.59,1.85,0.00,0.23,0.00,0.00,0.00,0.00,,,,四川省,成都,APP-Android,否,否,否,,微信支付,否,,商家,否,否,否,否,否,否,申通快递,YT19912394811,运输中,
2705000412,已发货,2026-05-02 19:27:50,2026-05-05 19:17:48,2026-05-09,2026-05-02 04:41:21,2026-05-04,有机红枣夹核桃500g,PD00007,SP00007,SKU016,1000g礼盒,SKU016,1000g礼盒,ST016,食品生鲜,坚果零食,红枣,夹心红枣,1,69.00,69.00,62.45,62.08,0.00,2.62,2.29,1.64,0.00,0.37,0.00,0.00,0.00,0.00,,,,湖南省,长沙,APP-Android,否,否,否,,微信支付,否,,,否,否,否,否,否,否,申通快递,YT25599242377,运输中,
2705000076,已发货,2026-05-03 00:02:53,2026-05-06 06:09:48,2026-05-10,2026-05-03 03:02:33,2026-05-05,女士防晒衣轻薄透气,PD00006,SP00006,SKU013,M码-浅蓝,SKU013,M码-浅蓝,ST013,服饰内衣,女装,外套,防晒衣,1,69.00,69.00,62.97,62.59,0.00,2.41,2.11,1.51,0.00,0.38,0.00,0.00,0.00,0.00,,,,广东省,广州,网页,否,否,否,,微信支付,否,,,否,否,否,否,否,否,邮政快递,YT80370657005,运输中,
2705000443,已发货,2026-05-03 01:15:01,2026-05-05 06:15:22,2026-05-10,2026-05-03 18:15:25,2026-05-05,无线蓝牙耳机Pro版,PD00002,SP00002,SKU005,白色降噪版,SKU005,白色降噪版,ST005,数码电器,影音设备,耳机,无线耳机,3,189.00,567.00,474.89,472.04,0.00,36.84,32.24,23.03,0.00,2.85,0.00,0.00,0.00,0.00,,,,河北省,石家庄,小程序,否,否,否,,花呗分期,否,,,否,否,否,否,否,否,顺丰速运,YT80136613090,已签收,
2705000191,待发货,2026-05-03 02:30:17,2026-05-04 06:15:16,2026-05-11,2026-05-03 02:15:11,2026-05-05,不锈钢保温杯大容量,PD00004,SP00004,SKU009,800ml-银色,SKU009,800ml-银色,ST009,家居生活,餐饮用具,保温杯,不锈钢保温杯,1,65.00,65.00,56.58,56.24,0.00,2.07,1.81,1.29,3.25,0.34,34.57,0.00,0.00,0.00,,,,上海市,上海,H5,否,否,否,,花呗分期,否,,,否,否,否,否,否,否,邮政快递,YT52079561622,已签收,
2705000444,已签收,2026-05-03 02:47:11,2026-05-05 06:32:17,2026-05-09,2026-05-03 03:31:21,2026-05-05,儿童益智积木拼装玩具,PD00003,SP00003,SKU006,大颗粒100粒,SKU006,大颗粒100粒,ST006,母婴玩具,益智玩具,积木,大颗粒积木,2,59.00,118.00,106.77,106.13,0.00,4.49,3.93,2.81,0.00,0.64,0.00,0.00,0.00,0.00,,,,重庆市,重庆,APP-Android,是,否,否,,花呗分期,否,,,否,否,否,否,否,是,邮政快递,YT99176889467,运输中,
2705000174,已签收,2026-05-03 03:51:16,2026-05-04 14:39:15,2026-05-06,2026-05-03 18:25:15,2026-05-05,无线蓝牙耳机Pro版,PD00002,SP00002,SKU005,白色降噪版,SKU005,白色降噪版,ST005,数码电器,影音设备,耳机,无线耳机,1,189.00,189.00,154.45,153.52,0.00,13.82,12.09,8.64,0.00,0.93,0.00,0.00,0.00,0.00,,,,河南省,郑州,小程序,否,否,否,,支付宝,否,,,否,否,否,否,否,否,中通快递,YT12654294714,已签收,
2705000491,已取消,2026-05-03 03:52:00,,,2026-05-03 13:38:21,2026-05-05,不锈钢保温杯大容量,PD00004,SP00004,SKU009,800ml-银色,SKU009,800ml-银色,ST009,家居生活,餐饮用具,保温杯,不锈钢保温杯,3,65.00,195.00,172.57,171.53,0.00,5.07,4.44,3.17,9.75,1.04,0.00,0.00,0.00,0.00,,,,安徽省,合肥,APP-Android,否,否,否,,微信支付,否,,,否,否,否,否,否,是,顺丰速运,YT95511767816,,
2705000034,已取消,2026-05-03 06:41:33,,,2026-05-03 08:14:24,2026-05-05,女士防晒衣轻薄透气,PD00006,SP00006,SKU014,L码-粉色,SKU014,L码-粉色,ST014,服饰内衣,女装,外套,防晒衣,1,69.00,69.00,53.84,53.52,0.00,6.06,5.31,3.79,0.00,0.32,0.00,0.00,0.00,0.00,,,,广西,南宁,小程序,是,否,否,,微信支付,否,,,否,否,否,否,否,否,邮政快递,YT99399560521,,
2705000278,待发货,2026-05-03 09:16:25,2026-05-03 21:45:38,2026-05-05,2026-05-03 10:46:19,2026-05-05,夏季冰丝凉席三件套,PD00001,SP00001,SKU003,1.5m床-蓝色,SKU003,1.5m床-蓝色,ST003,家居生活,床上用品,凉席,冰丝凉席,1,89.00,89.00,66.62,66.22,0.00,7.17,6.28,4.48,4.45,0.40,0.00,0.00,0.00,0.00,,,,湖南省,长沙,APP-iOS,否,否,否,,多多支付,否,,,否,否,否,否,否,否,邮政快递,YT99599334995,已签收,
2705000078,已发货,2026-05-03 10:19:28,2026-05-03 20:39:25,2026-05-08,2026-05-03 10:13:01,2026-05-05,儿童益智积木拼装玩具,PD00003,SP00003,SKU007,大颗粒200粒,SKU007,大颗粒200粒,ST007,母婴玩具,益智玩具,积木,大颗粒积木,1,99.00,99.00,84.27,83.76,0.00,3.91,3.42,2.45,4.95,0.51,0.00,0.00,0.00,0.00,,,,湖南省,长沙,小程序,否,否,否,,多多支付,否,,,否,否,否,否,是,否,圆通速递,YT69404537929,已签收,
2705000112,已完成,2026-05-03 15:57:58,2026-05-04 08:24:12,2026-05-10,2026-05-03 09:18:47,2026-05-05,无线蓝牙耳机Pro版,PD00002,SP00002,SKU005,白色降噪版,SKU005,白色降噪版,ST005,数码电器,影音设备,耳机,无线耳机,1,189.00,189.00,151.68,150.16,0.00,14.93,13.06,9.33,0.00,1.52,0.00,0.00,0.00,0.00,,,,安徽省,合肥,网页,否,否,是,万象城店,花呗分期,否,,,否,否,否,否,否,否,顺丰速运,YT26599595753,运输中,集运
2705000194,已发货,2026-05-03 16:18:32,2026-05-05 18:24:05,2026-05-12,2026-05-03 02:56:34,2026-05-05,男士运动休闲鞋透气款,PD00005,SP00005,SKU010,39码-黑色,SKU010,39码-黑色,ST010,运动户外,运动鞋服,运动鞋,跑步鞋,2,119.00,238.00,211.28,210.01,0.00,10.69,9.35,6.68,0.00,1.27,0.00,0.00,0.00,0.00,,,,云南省,昆明,APP-iOS,否,否,否,,花呗分期,否,,,否,否,否,否,否,否,极兔速递,YT83469244966,派送中,
2705000256,已取消,2026-05-03 16:48:27,,,2026-05-03 16:46:34,2026-05-05,女士防晒衣轻薄透气,PD00006,SP00006,SKU013,M码-浅蓝,SKU013,M码-浅蓝,ST013,服饰内衣,女装,外套,防晒衣,3,69.00,207.00,166.20,165.20,0.00,16.32,14.28,10.20,0.00,1.00,0.00,0.00,0.00,0.00,,,,江苏省,南京,APP-Android,否,否,否,,花呗分期,否,,,否,是,否,否,否,是,圆通速递,YT47253111621,,
2705000079,已付款,2026-05-03 18:01:17,2026-05-06 22:48:00,2026-05-08,2026-05-03 12:55:52,2026-05-05,不锈钢保温杯大容量,PD00004,SP00004,SKU008,500ml-黑色,SKU008,500ml-黑色,ST008,家居生活,餐饮用具,保温杯,不锈钢保温杯,5,45.00,225.00,199.58,198.38,0.00,10.17,8.90,6.35,0.00,1.20,0.00,0.00,0.00,0.00,,,,浙江省,杭州,网页,否,否,否,,多多支付,否,,,否,否,否,否,否,否,邮政快递,YT80872824773,派送中,
2705000007,已取消,2026-05-04 03:15:27,,,2026-05-04 02:54:17,2026-05-06,不锈钢保温杯大容量,PD00004,SP00004,SKU009,800ml-银色,SKU009,800ml-银色,ST009,家居生活,餐饮用具,保温杯,不锈钢保温杯,1,65.00,65.00,64.89,64.50,0.00,0.04,0.04,0.03,0.00,0.39,0.00,0.00,0.00,0.00,,,,江苏省,南京,APP-iOS,否,否,否,,多多支付,否,,,否,否,否,否,否,否,韵达快递,YT57830299914,,
2705000138,已付款,2026-05-04 06:45:56,2026-05-04 00:48:14,2026-05-06,2026-05-04 03:28:52,2026-05-06,夏季冰丝凉席三件套,PD00001,SP00001,SKU002,1.8m床-灰色,SKU002,1.8m床-灰色,ST002,家居生活,床上用品,凉席,冰丝凉席,3,109.00,327.00,325.44,323.49,0.00,0.62,0.55,0.39,0.00,1.95,69.00,0.00,0.00,0.00,,,,河北省,石家庄,APP-Android,否,否,否,,微信支付,否,,买家,是,否,否,否,否,否,韵达快递,YT67764929474,运输中,
2705000514,已发货,2026-05-04 12:39:19,2026-05-04 19:42:55,2026-05-09,2026-05-04 12:30:02,2026-05-06,男士运动休闲鞋透气款,PD00005,SP00005,SKU011,40码-黑色,SKU011,40码-黑色,ST011,运动户外,运动鞋服,运动鞋,跑步鞋,2,119.00,238.00,182.67,181.57,0.00,17.37,15.20,10.86,11.90,1.10,0.00,0.00,0.00,0.00,,,,云南省,昆明,APP-Android,否,否,否,,微信支付,否,,,是,否,否,否,否,否,中通快递,YT73385042524,已签收,转运
2705000275,已付款,2026-05-04 13:11:18,2026-05-05 17:20:35,2026-05-06,2026-05-04 10:32:22,2026-05-06,不锈钢保温杯大容量,PD00004,SP00004,SKU008,500ml-黑色,SKU008,500ml-黑色,ST008,家居生活,餐饮用具,保温杯,不锈钢保温杯,2,45.00,90.00,83.69,83.19,0.00,2.52,2.21,1.58,0.00,0.50,0.00,0.00,0.00,0.00,,,,天津市,天津,APP-iOS,否,否,否,,多多支付,否,6,,否,否,否,否,是,否,极兔速递,YT88832282050,派送中,
2705000172,待发货,2026-05-04 13:52:17,2026-05-05 13:24:46,2026-05-10,2026-05-04 09:58:03,2026-05-06,男士运动休闲鞋透气款,PD00005,SP00005,SKU012,41码-白色,SKU012,41码-白色,ST012,运动户外,运动鞋服,运动鞋,跑步鞋,2,119.00,238.00,189.85,188.71,0.00,14.50,12.69,9.06,11.90,1.14,0.00,0.00,0.00,0.00,,,,浙江省,杭州,小程序,否,否,否,,微信支付,否,,,否,否,否,否,否,否,韵达快递,YT26016648988,已签收,
2705000517,已完成,2026-05-04 16:39:30,2026-05-07 07:27:10,2026-05-11,2026-05-04 03:41:03,2026-05-06,无线蓝牙耳机Pro版,PD00002,SP00002,SKU005,白色降噪版,SKU005,白色降噪版,ST005,数码电器,影音设备,耳机,无线耳机,5,189.00,945.00,753.83,746.29,0.00,76.47,66.91,47.79,0.00,7.54,0.00,0.00,0.00,0.00,,,,河南省,郑州,APP-Android,否,否,否,,微信支付,否,,买家,否,否,否,否,否,否,圆通速递,YT32445148843,运输中,
2705000374,已签收,2026-05-04 16:44:27,2026-05-05 05:57:58,2026-05-10,2026-05-04 01:00:38,2026-05-06,男士运动休闲鞋透气款,PD00005,SP00005,SKU011,40码-黑色,SKU011,40码-黑色,ST011,运动户外,运动鞋服,运动鞋,跑步鞋,1,119.00,119.00,91.78,91.23,0.00,8.51,7.44,5.32,5.95,0.55,0.00,0.00,0.00,0.00,,,,江苏省,南京,网页,否,否,否,,支付宝,否,,,是,否,否,否,否,否,申通快递,YT73963534286,运输中,
2705000140,已付款,2026-05-04 20:17:57,2026-05-07 23:12:04,2026-05-09,2026-05-04 18:26:51,2026-05-06,男士运动休闲鞋透气款,PD00005,SP00005,SKU010,39码-黑色,SKU010,39码-黑色,ST010,运动户外,运动鞋服,运动鞋,跑步鞋,1,119.00,119.00,112.17,111.50,0.00,2.73,2.39,1.71,0.00,0.67,0.00,0.00,0.00,0.00,,,,陕西省,西安,H5,否,否,否,,花呗分期,否,,,否,否,否,否,否,否,中通快递,YT38174119487,已签收,
2705000016,已完成,2026-05-04 22:16:06,2026-05-05 19:00:44,2026-05-06,2026-05-04 14:27:52,2026-05-06,夏季冰丝凉席三件套,PD00001,SP00001,SKU001,1.5m床-灰色,SKU001,1.5m床-灰色,ST001,家居生活,床上用品,凉席,冰丝凉席,1,89.00,89.00,85.24,84.73,0.00,1.50,1.32,0.94,0.00,0.51,0.00,0.00,0.00,0.00,,,,江西省,南昌,APP-Android,否,否,否,,支付宝,否,,,否,否,否,否,否,否,邮政快递,YT26825333670,运输中,
2705000450,已完成,2026-05-05 00:41:38,2026-05-05 22:48:37,2026-05-06,2026-05-05 01:19:15,2026-05-07,桌面手机支架可折叠,PD00008,SP00008,SKU017,基础款-黑色,SKU017,基础款-黑色,ST017,数码电器,手机配件,支架,桌面支架,5,19.90,99.50,82.15,81.66,0.00,6.94,6.07,4.34,0.00,0.49,0.00,0.00,0.00,0.00,,,,天津市,天津,APP-Android,否,否,否,,花呗分期,否,,,否,否,否,否,否,否,极兔速递,YT70709981568,运输中,
2705000500,已发货,2026-05-05 00:53:03,2026-05-07 07:25:11,2026-05-09,2026-05-05 11:55:27,2026-05-07,夏季冰丝凉席三件套,PD00001,SP00001,SKU003,1.5m床-蓝色,SKU003,1.5m床-蓝色,ST003,家居生活,床上用品,凉席,冰丝凉席,1,89.00,89.00,68.26,67.85,0.00,6.52,5.70,4.07,4.45,0.41,51.07,0.00,0.00,0.00,,,,广东省,广州,APP-Android,否,否,否,,花呗分期,否,3,,否,否,否,否,否,否,韵达快递,YT74683111840,运输中,
2705000187,已完成,2026-05-05 02:55:59,2026-05-07 19:29:20,2026-05-08,2026-05-05 13:31:07,2026-05-07,夏季冰丝凉席三件套,PD00001,SP00001,SKU002,1.8m床-灰色,SKU002,1.8m床-灰色,ST002,家居生活,床上用品,凉席,冰丝凉席,1,109.00,109.00,101.35,100.74,0.00,3.06,2.68,1.91,0.00,0.61,0.00,0.00,0.00,0.00,,,,云南省,昆明,APP-iOS,否,否,否,,多多支付,否,,买家,否,否,否,否,否,是,中通快递,YT74750344897,运输中,
2705000452,已付款,2026-05-05 03:37:39,2026-05-08 04:18:21,2026-05-13,2026-05-05 19:47:50,2026-05-07,无线蓝牙耳机Pro版,PD00002,SP00002,SKU005,白色降噪版,SKU005,白色降噪版,ST005,数码电器,影音设备,耳机,无线耳机,1,189.00,189.00,163.42,162.44,0.00,10.23,8.95,6.40,0.00,0.98,0.00,0.00,0.00,0.00,,,,山东省,青岛,H5,否,否,否,,多多支付,否,,,否,否,否,否,否,否,极兔速递,YT53653470868,运输中,转运
2705000375,待发货,2026-05-05 05:37:17,2026-05-07 03:14:36,2026-05-08,2026-05-05 21:40:42,2026-05-07,无线蓝牙耳机Pro版,PD00002,SP00002,SKU005,白色降噪版,SKU005,白色降噪版,ST005,数码电器,影音设备,耳机,无线耳机,1,189.00,189.00,147.83,146.94,0.00,16.47,14.41,10.29,0.00,0.89,0.00,0.00,0.00,0.00,,,,湖南省,长沙,APP-iOS,否,否,否,,多多支付,否,,,否,否,否,否,否,否,极兔速递,YT98709805989,运输中,
2705000237,已签收,2026-05-05 07:20:09,2026-05-06 11:35:22,2026-05-08,2026-05-05 21:28:15,2026-05-07,不锈钢保温杯大容量,PD00004,SP00004,SKU009,800ml-银色,SKU009,800ml-银色,ST009,家居生活,餐饮用具,保温杯,不锈钢保温杯,2,65.00,130.00,103.18,102.15,0.00,10.73,9.39,6.70,0.00,1.03,0.00,0.00,0.00,0.00,,,,辽宁省,沈阳,H5,否,否,否,,花呗分期,否,,,否,否,否,是,否,否,申通快递,YT46369721646,派送中,
2705000133,已取消,2026-05-05 10:23:09,,,2026-05-05 02:03:04,2026-05-07,男士运动休闲鞋透气款,PD00005,SP00005,SKU010,39码-黑色,SKU010,39码-黑色,ST010,运动户外,运动鞋服,运动鞋,跑步鞋,1,119.00,119.00,112.74,112.06,0.00,0.12,0.11,0.08,5.95,0.68,0.00,0.00,0.00,0.00,,,,北京市,北京,APP-iOS,否,否,否,,多多支付,否,,,否,否,否,否,否,否,邮政快递,YT44362835278,,
2705000341,待发货,2026-05-05 10:42:45,2026-05-07 22:32:49,2026-05-10,2026-05-05 09:15:46,2026-05-07,桌面手机支架可折叠,PD00008,SP00008,SKU018,升级款-银色,SKU018,升级款-银色,ST018,数码电器,手机配件,支架,桌面支架,1,29.90,29.90,27.32,27.16,0.00,0.43,0.38,0.27,1.50,0.16,0.00,0.00,0.00,0.00,,,,河南省,郑州,网页,否,否,否,,支付宝,否,,,否,否,否,否,否,否,极兔速递,YT33810794392,运输中,
2705000028,已发货,2026-05-05 15:20:30,2026-05-07 02:30:27,2026-05-13,2026-05-05 05:23:39,2026-05-07,儿童益智积木拼装玩具,PD00003,SP00003,SKU007,大颗粒200粒,SKU007,大颗粒200粒,ST007,母婴玩具,益智玩具,积木,大颗粒积木,1,99.00,99.00,84.48,83.64,0.00,5.81,5.08,3.63,0.00,0.84,0.00,0.00,0.00,0.00,,,,湖南省,长沙,小程序,否,否,否,,花呗分期,否,,,否,否,否,否,否,否,邮政快递,YT36737193058,运输中,
2705000017,已完成,2026-05-05 18:16:46,2026-05-07 12:31:30,2026-05-09,2026-05-05 21:46:18,2026-05-07,女士防晒衣轻薄透气,PD00006,SP00006,SKU014,L码-粉色,SKU014,L码-粉色,ST014,服饰内衣,女装,外套,防晒衣,1,69.00,69.00,68.12,67.71,0.00,0.35,0.31,0.22,0.00,0.41,0.00,0.00,0.00,0.00,,,,湖北省,武汉,网页,否,是,否,,微信支付,否,3,,否,否,否,否,否,否,邮政快递,YT65190219274,运输中,
2705000312,待发货,2026-05-06 01:12:16,2026-05-09 20:10:03,2026-05-15,2026-05-06 14:21:32,2026-05-08,不锈钢保温杯大容量,PD00004,SP00004,SKU008,500ml-黑色,SKU008,500ml-黑色,ST008,家居生活,餐饮用具,保温杯,不锈钢保温杯,1,45.00,45.00,38.53,38.30,0.00,2.59,2.26,1.62,0.00,0.23,0.00,0.00,0.00,26.99,商品与描述不符,仅退款,退款成功,陕西省,西安,APP-iOS,否,否,否,,多多支付,否,,,否,否,否,否,否,否,顺丰速运,YT80691254553,运输中,
2705000396,已退款,2026-05-06 02:44:33,2026-05-09 12:26:53,2026-05-12,2026-05-06 05:38:07,2026-05-08,儿童益智积木拼装玩具,PD00003,SP00003,SKU006,大颗粒100粒,SKU006,大颗粒100粒,ST006,母婴玩具,益智玩具,积木,大颗粒积木,5,59.00,295.00,212.65,211.37,0.00,27.04,23.66,16.90,14.75,1.28,0.00,0.00,0.00,85.76,物流太慢,退货退款,退货退款,河北省,石家庄,APP-Android,是,否,否,,多多支付,否,,,否,否,否,否,否,否,申通快递,YT45724144599,派送中,
2705000264,待发货,2026-05-06 10:06:15,2026-05-06 10:05:23,2026-05-12,2026-05-06 04:51:03,2026-05-08,女士防晒衣轻薄透气,PD00006,SP00006,SKU013,M码-浅蓝,SKU013,M码-浅蓝,ST013,服饰内衣,女装,外套,防晒衣,1,69.00,69.00,65.24,64.59,0.00,1.50,1.32,0.94,0.00,0.65,0.00,0.00,0.00,0.00,,,,山东省,青岛,APP-iOS,否,否,否,,支付宝,否,,,是,否,否,否,否,否,圆通速递,YT89017856947,派送中,
2705000141,已签收,2026-05-06 11:01:05,2026-05-09 08:12:32,2026-05-10,2026-05-06 14:37:55,2026-05-08,有机红枣夹核桃500g,PD00007,SP00007,SKU015,500g袋装,SKU015,500g袋装,ST015,食品生鲜,坚果零食,红枣,夹心红枣,5,39.00,195.00,191.73,190.58,0.00,1.31,1.14,0.82,0.00,1.15,0.00,0.00,0.00,75.23,卖家发错尺码,仅退款,退款成功,陕西省,西安,网页,否,否,否,,支付宝,否,,,否,否,否,否,否,否,中通快递,YT75169511561,运输中,
2705000025,已完成,2026-05-06 19:34:10,2026-05-08 02:10:01,2026-05-10,2026-05-06 09:44:38,2026-05-08,不锈钢保温杯大容量,PD00004,SP00004,SKU008,500ml-黑色,SKU008,500ml-黑色,ST008,家居生活,餐饮用具,保温杯,不锈钢保温杯,3,45.00,135.00,106.70,106.06,0.00,8.62,7.54,5.39,6.75,0.64,72.00,0.00,0.00,0.00,,,,江西省,南昌,网页,否,否,否,,花呗分期,否,6,,否,否,否,否,否,否,圆通速递,YT41721264573,已签收,
2705000089,已取消,2026-05-06 21:12:27,,,2026-05-06 13:16:48,2026-05-08,男士运动休闲鞋透气款,PD00005,SP00005,SKU011,40码-黑色,SKU011,40码-黑色,ST011,运动户外,运动鞋服,运动鞋,跑步鞋,1,119.00,119.00,95.82,95.25,0.00,9.27,8.11,5.80,0.00,0.57,0.00,0.00,0.00,0.00,,,,天津市,天津,H5,否,否,否,,微信支付,否,,,否,否,否,否,否,是,邮政快递,YT75908941809,,
2705000207,已退款,2026-05-06 21:15:01,2026-05-08 23:12:46,2026-05-12,2026-05-06 13:17:58,2026-05-08,女士防晒衣轻薄透气,PD00006,SP00006,SKU013,M码-浅蓝,SKU013,M码-浅蓝,ST013,服饰内衣,女装,外套,防晒衣,2,69.00,138.00,117.25,116.55,0.00,8.30,7.26,5.19,0.00,0.70,0.00,0.00,0.00,89.35,不喜欢/效果不好,仅退款,退款成功,重庆市,重庆,小程序,否,否,否,,多多支付,否,,,否,否,否,否,否,否,申通快递,YT66949988135,运输中,
2705000408,已完成,2026-05-06 23:22:51,2026-05-08 04:26:21,2026-05-10,2026-05-06 16:47:04,2026-05-08,无线蓝牙耳机Pro版,PD00002,SP00002,SKU005,白色降噪版,SKU005,白色降噪版,ST005,数码电器,影音设备,耳机,无线耳机,1,189.00,189.00,158.40,157.45,0.00,12.24,10.71,7.65,0.00,0.95,0.00,0.00,0.00,0.00,,,,云南省,昆明,H5,否,否,否,,多多支付,否,,,否,否,否,否,否,否,韵达快递,YT92329727623,运输中,
2705000506,待发货,2026-05-06 23:57:50,2026-05-08 11:14:28,2026-05-13,2026-05-06 08:05:20,2026-05-08,女士防晒衣轻薄透气,PD00006,SP00006,SKU014,L码-粉色,SKU014,L码-粉色,ST014,服饰内衣,女装,外套,防晒衣,1,69.00,69.00,64.52,64.13,0.00,1.79,1.57,1.12,0.00,0.39,0.00,0.00,0.00,0.00,,,补发,广东省,广州,H5,否,否,否,,多多支付,否,6,,否,否,否,否,否,是,极兔速递,YT19462677668,已签收,
2705000435,已签收,2026-05-07 01:21:14,2026-05-08 04:39:20,2026-05-11,2026-05-07 17:37:44,2026-05-09,有机红枣夹核桃500g,PD00007,SP00007,SKU015,500g袋装,SKU015,500g袋装,ST015,食品生鲜,坚果零食,红枣,夹心红枣,1,39.00,39.00,32.98,32.78,0.00,1.63,1.42,1.02,1.95,0.20,0.00,0.00,0.00,0.00,,,,广东省,广州,APP-Android,否,否,否,,花呗分期,否,,,否,否,否,是,否,否,申通快递,YT53985487394,派送中,
2705000438,待发货,2026-05-07 02:12:39,2026-05-08 16:02:39,2026-05-13,2026-05-07 16:21:32,2026-05-09,女士防晒衣轻薄透气,PD00006,SP00006,SKU014,L码-粉色,SKU014,L码-粉色,ST014,服饰内衣,女装,外套,防晒衣,5,69.00,345.00,307.40,304.33,0.00,8.14,7.12,5.09,17.25,3.07,0.00,0.00,0.00,0.00,,,补发,湖北省,武汉,网页,否,否,否,,微信支付,否,,,否,否,否,否,否,否,申通快递,YT73654630455,运输中,
